Op Date,Op Id,Op Type,From Vessel,From Batch,To Vessel,To Batch,NET,Loss/Gain Amount (gal),Loss/Gain Reason,Winery
9/1/2025 12:00,220729,Multi transfer (many-to-one),PN03,CWHRCV24C001,Stars 2,CWHRCV24C001,0,0,--,
9/1/2025 12:00,220729,Multi transfer (many-to-one),Stars 2,CWHRCV24C001,Stars 2,CWHRCV24C001,0,0,--,
9/1/2025 12:00,220729,Multi transfer (many-to-one),Stars 2,CWHRCV24C001,Stars 2,CWHRCV24C001,0,0,--,
9/1/2025 12:00,220731,Multi transfer (one-to-many),Stars 2,CWHRCV24C001,PN04,CWHRCV24C001,0,-424.57,STARS,
9/1/2025 12:00,220731,Multi transfer (one-to-many),Stars 2,CWHRCV24C001,PDY05,CWHRCV24C001,0,-424.57,STARS,
9/1/2025 12:00,220731,Multi transfer (one-to-many),Stars 2,CWHRCV24C001,PN06,CWHRCV24C001,0,-424.57,STARS,
9/1/2025 12:00,220731,Multi transfer (one-to-many),Stars 2,CWHRCV24C001,PDY04,CWHRCV24C001,0,-424.57,STARS,
9/1/2025 12:00,220731,Multi transfer (one-to-many),Stars 2,CWHRCV24C001,PN05,CWHRCV24C001,0,-353.72,STARS,
9/1/2025 12:00,220731,Multi transfer (one-to-many),PN04,CWHRCV24C001,PN04,CWHRCV24C001,0,0,--,
9/1/2025 12:00,220731,Multi transfer (one-to-many),PDY05,CWHRCV24C001,PDY05,CWHRCV24C001,0,0,--,
9/1/2025 12:00,220731,Multi transfer (one-to-many),PN06,CWHRCV24C001,PN06,CWHRCV24C001,0,0,--,
9/1/2025 12:00,220731,Multi transfer (one-to-many),PDY04,CWHRCV24C001,PDY04,CWHRCV24C001,0,0,--,
9/1/2025 12:00,220731,Multi transfer (one-to-many),PN05,CWHRCV24C001,PN05,CWHRCV24C001,0,0,--,
9/1/2025 12:00,221679,Analysis,PA03,PROSLQNVSPK1,PA03,PROSLQNVSPK1,0,0,--,
9/1/2025 12:00,221680,Analysis,PA04,PROSLQNVSPK6,PA04,PROSLQNVSPK6,0,0,--,
9/1/2025 12:00,221681,Analysis,PF08,DCHABRNVBAS2,PF08,DCHABRNVBAS2,0,0,--,
9/1/2025 12:00,221682,Analysis,PJ15,DCHABRNV0008,PJ15,DCHABRNV0008,0,0,--,
9/1/2025 12:00,221683,Analysis,PM04,DCHABRNV0009,PM04,DCHABRNV0009,0,0,--,
9/1/2025 12:00,221685,Analysis,PO06,PROSTBNV0002,PO06,PROSTBNV0002,0,0,--,
9/1/2025 12:00,221686,Analysis,PM12,DCHABRNV0011,PM12,DCHABRNV0011,0,0,--,
9/1/2025 12:00,221687,Analysis,PM06,DCHABRNV0010,PM06,DCHABRNV0010,0,0,--,
9/1/2025 12:00,221689,Analysis,PH02,DCHABRNV0001,PH02,DCHABRNV0001,0,0,--,
9/1/2025 12:00,221690,Analysis,PPORT18,DCHABRNV0013,PPORT18,DCHABRNV0013,0,0,--,
9/1/2025 12:00,221691,Analysis,PP09,DCHABRNV0012,PP09,DCHABRNV0012,0,0,--,
9/1/2025 12:00,221693,Analysis,PH05,CCHASW220001,PH05,CCHASW220001,0,0,--,
9/1/2025 12:00,221694,Analysis,PB05,CWHRCV24DRY1,PB05,CWHRCV24DRY1,0,0,--,
9/1/2025 12:00,221695,Analysis,PD19,CWHREG23XLC1,PD19,CWHREG23XLC1,0,0,--,
9/1/2025 12:00,221696,Analysis,PF09,CWHRCV24B004,PF09,CWHRCV24B004,0,0,--,
9/1/2025 12:00,221774,Analysis,PP06,QCHABT23A001,PP06,QCHABT23A001,0,0,--,
9/1/2025 12:16,220106,Analysis,PY02,CCHACV24A005,PY02,CCHACV24A005,0,0,--,
9/1/2025 12:16,220107,Analysis,PY02,CCHACV24A005,PY02,CCHACV24A005,0,0,--,
9/1/2025 12:30,220698,Treatment (Product),PPORT06,PCASCK240013,PPORT06,PCASCK240013,0,0,--,
9/1/2025 12:30,220699,Treatment (Product),PRA01,QMERMP240002,PRA01,QMERMP240002,0,0,--,
9/1/2025 12:31,220700,Treatment (Product),PRA18,PMOUJW240085,PRA18,PMOUJW240085,0,0,--,
9/1/2025 12:31,220701,Treatment (Product),PRB02,QPEV14240001,PRB02,QPEV14240001,0,0,--,
9/1/2025 12:32,220704,Treatment (Product),PRB03,QREDST240001,PRB03,QREDST240001,0,0,--,
9/1/2025 12:32,220706,Treatment (Product),PRC03,PCAS0024RP01,PRC03,PCAS0024RP01,0,0,--,
9/1/2025 12:32,219534,Analysis,PB11,CROSEP250001,PB11,CROSEP250001,0,0,--,
9/1/2025 12:33,220707,Treatment (Product),PRC04,PCAS0024RP03,PRC04,PCAS0024RP03,0,0,--,
9/1/2025 12:33,220708,Treatment (Product),PRD05,PRED0024PR05,PRD05,PRED0024PR05,0,0,--,
9/1/2025 12:33,219535,Analysis,PB11,CROSEP250001,PB11,CROSEP250001,0,0,--,
9/1/2025 12:34,220709,Treatment (Product),PRJ01,PPEVSE240099,PRJ01,PPEVSE240099,0,0,--,
9/1/2025 12:34,220710,Treatment (Product),PRJ04,PCAFCR240158,PRJ04,PCAFCR240158,0,0,--,
9/1/2025 12:35,220711,Treatment (Product),PRJ05,PCAFCR241158,PRJ05,PCAFCR241158,0,0,--,
9/1/2025 12:35,220712,Treatment (Product),PRJ08,PREDMA240156,PRJ08,PREDMA240156,0,0,--,
9/1/2025 12:36,220713,Treatment (Product),PRJ12,QGREMP240001,PRJ12,QGREMP240001,0,0,--,
9/1/2025 12:36,220714,Treatment (Product),PRL11,PRED00240001,PRL11,PRED00240001,0,0,--,
9/1/2025 13:27,219520,Analysis,ZP03,CMER0824BB01,ZP03,CMER0824BB01,0,0,--,
9/1/2025 14:07,220138,Analysis,PA12,QPIG14NVCAN1,PA12,QPIG14NVCAN1,0,0,--,
9/1/2025 14:07,220139,Analysis,PF10,CWHWBYNVCN24,PF10,CWHWBYNVCN24,0,0,--,
9/1/2025 14:07,220140,Analysis,PH03,CCHACV24A001,PH03,CCHACV24A001,0,0,--,
9/1/2025 14:07,220141,Analysis,PH06,QWHW00NV0003,PH06,QWHW00NV0003,0,0,--,
9/1/2025 14:07,220142,Analysis,PH09,QSAB1424A001,PH09,QSAB1424A001,0,0,--,
9/1/2025 14:07,220143,Analysis,PH13,QCHABT23A002,PH13,QCHABT23A002,0,0,--,
9/1/2025 14:07,220168,Analysis,PD16,CWHREG24DTC2,PD16,CWHREG24DTC2,0,0,--,
9/1/2025 14:07,220169,Analysis,PF07,QWHW00NV0001,PF07,QWHW00NV0001,0,0,--,
9/1/2025 14:07,220170,Analysis,PH10,QCHADH230001,PH10,QCHADH230001,0,0,--,
9/1/2025 14:07,220171,Analysis,PI19,QPIG14NVCAN2,PI19,QPIG14NVCAN2,0,0,--,
9/1/2025 14:07,220172,Analysis,PK19,QROS14NVCAN4,PK19,QROS14NVCAN4,0,0,--,
9/1/2025 14:07,220424,Analysis,PPORT08,CSABCV240004,PPORT08,CSABCV240004,0,0,--,
9/1/2025 14:07,220432,Analysis,PPORT19,QROS14NVCAN2,PPORT19,QROS14NVCAN2,0,0,--,
9/1/2025 14:07,220433,Analysis,PR13,CWHRCV24B003,PR13,CWHRCV24B003,0,0,--,
9/1/2025 14:07,221160,Analysis,PX103,CSABCV240001,PX103,CSABCV240001,0,0,--,
9/1/2025 14:07,221161,Analysis,PX17,QCHA1424A001,PX17,QCHA1424A001,0,0,--,
9/1/2025 14:07,221162,Analysis,PX47,CWHRCV24DRY7,PX47,CWHRCV24DRY7,0,0,--,
9/1/2025 14:07,221163,Analysis,PX88,CWHRCV24DRY8,PX88,CWHRCV24DRY8,0,0,--,
9/1/2025 14:07,221164,Analysis,PX94,CSABCV240003,PX94,CSABCV240003,0,0,--,
9/1/2025 14:07,221165,Analysis,PY03,CCHACV24A003,PY03,CCHACV24A003,0,0,--,
9/1/2025 14:07,221166,Analysis,PY21,QCHA1423A001,PY21,QCHA1423A001,0,0,--,
9/1/2025 14:07,221167,Analysis,PY44,CGEWCV240001,PY44,CGEWCV240001,0,0,--,
9/1/2025 14:22,220750,Analysis,PX78,DCHABRNVBAS4,PX78,DCHABRNVBAS4,0,0,--,
9/1/2025 14:22,221171,Analysis,PX107,DCHABRNVBASE,PX107,DCHABRNVBASE,0,0,--,
9/1/2025 15:02,222081,Treatment (Product),PD17,CCHACR24A002,PD17,CCHACR24A002,0,0,--,
9/1/2025 15:03,222082,Treatment (Product),PPORT12,CCHACR24A001,PPORT12,CCHACR24A001,0,0,--,
9/1/2025 15:08,231864,Transfer,PDY13,CCHACV24A007,PDY13,CCHACV24A007,0,0,--,
9/1/2025 15:08,231864,Transfer,PD13,CCHACV24A007,PDY13,CCHACV24A007,0,0,--,
9/1/2025 15:09,235758,Transfer,PDY13,CCHACV24A007,PX66,CCHACV24A001,0,0,--,
9/1/2025 15:09,235758,Transfer,PX66,CCHACV24A001,PX66,CCHACV24A001,0,0,--,
9/1/2025 15:10,235763,Measurement,PX66,CCHACV24A001,PX66,CCHACV24A001,0,-3097,Rack,
9/1/2025 15:22,220425,Analysis,POAK15,CWHREG24OK15,POAK15,CWHREG24OK15,0,0,--,
9/1/2025 15:22,220455,Analysis,POAK16,CWHREG24OK16,POAK16,CWHREG24OK16,0,0,--,
9/1/2025 15:22,220459,Analysis,POAK14,CWHRER24OK14,POAK14,CWHRER24OK14,0,0,--,
9/1/2025 15:22,220472,Analysis,PP03,CWHRHS240001,PP03,CWHRHS240001,0,0,--,
9/1/2025 15:22,220473,Analysis,PR12,CWHRCV24A003,PR12,CWHRCV24A003,0,0,--,
9/1/2025 15:22,220751,Analysis,POAK04,CWHR1024OAK4,POAK04,CWHR1024OAK4,0,0,--,
9/1/2025 15:22,220759,Analysis,POAK02,CWHRER24OAK2,POAK02,CWHRER24OAK2,0,0,--,
9/1/2025 15:22,220760,Analysis,POAK03,CWHRER24OAK3,POAK03,CWHRER24OAK3,0,0,--,
9/1/2025 15:22,220772,Analysis,PX50,CWHRHS240005,PX50,CWHRHS240005,0,0,--,
9/1/2025 15:22,220773,Analysis,PX59,CWHRCV24A001,PX59,CWHRCV24A001,0,0,--,
9/1/2025 15:22,220774,Analysis,PX75,CWHRCV24B002,PX75,CWHRCV24B002,0,0,--,
9/1/2025 15:22,220775,Analysis,PX76,CWHRCV24B001,PX76,CWHRCV24B001,0,0,--,
9/1/2025 15:22,220776,Analysis,PX95,CWHRHS240007,PX95,CWHRHS240007,0,0,--,
9/1/2025 15:22,221153,Analysis,PX105,CWHRCV24A009,PX105,CWHRCV24A009,0,0,--,
9/1/2025 15:22,221154,Analysis,PX106,CWHRHS240004,PX106,CWHRHS240004,0,0,--,
9/1/2025 15:41,220089,Analysis,PD20,PCHAUANV2303,PD20,PCHAUANV2303,0,0,--,
9/1/2025 15:41,220090,Analysis,PH14,PCHACF240002,PH14,PCHACF240002,0,0,--,
9/1/2025 15:41,220091,Analysis,PH17,CCHALVNV0001,PH17,CCHALVNV0001,0,0,--,
9/1/2025 15:41,220118,Analysis,PB03,PCHAGE230005,PB03,PCHAGE230005,0,0,--,
9/1/2025 15:41,220155,Analysis,PK02,PPIGLQ240001,PK02,PPIGLQ240001,0,0,--,
9/1/2025 15:41,220456,Analysis,PL08,PCHATXNV2502,PL08,PCHATXNV2502,0,0,--,
9/1/2025 15:41,220457,Analysis,PPORT38,CVIOCD24OKTP,PPORT38,CVIOCD24OKTP,0,0,--,
9/1/2025 15:41,220458,Analysis,QPTB05,CWHREG240W3B,QPTB05,CWHREG240W3B,0,0,--,
9/1/2025 15:41,220460,Analysis,PL09,PCHATXNV2503,PL09,PCHATXNV2503,0,0,--,
9/1/2025 15:41,220461,Analysis,PM02,PSPKLQNVBRT1,PM02,PSPKLQNVBRT1,0,0,--,
9/1/2025 15:41,220462,Analysis,PN11,PCHATXNV2504,PN11,PCHATXNV2504,0,0,--,
9/1/2025 15:41,220463,Analysis,PO03,PROSTBNV0001,PO03,PROSTBNV0001,0,0,--,
9/1/2025 15:41,220464,Analysis,PO04,CCHACV24B001,PO04,CCHACV24B001,0,0,--,
9/1/2025 15:41,220465,Analysis,PO09,CSABLT240001,PO09,CSABLT240001,0,0,--,
9/1/2025 15:41,220466,Analysis,PO12,CCHACV24A004,PO12,CCHACV24A004,0,0,--,
9/1/2025 15:41,220467,Analysis,PP02,CCHAIW24A004,PP02,CCHAIW24A004,0,0,--,
9/1/2025 15:41,220468,Analysis,PP04,PCHACF240001,PP04,PCHACF240001,0,0,--,
9/1/2025 15:41,220469,Analysis,PP05,CCHAMM24A001,PP05,CCHAMM24A001,0,0,--,
9/1/2025 15:41,220470,Analysis,PP07,PCHAGE230001,PP07,PCHAGE230001,0,0,--,
9/1/2025 15:41,220777,Analysis,POAK09,PCHAGW230075,POAK09,PCHAGW230075,0,0,--,
9/1/2025 15:41,220778,Analysis,POAK10,PCHAGW23OK10,POAK10,PCHAGW23OK10,0,0,--,
9/1/2025 15:41,220779,Analysis,PX19,PCHAGE240001,PX19,PCHAGE240001,0,0,--,
9/1/2025 15:41,220780,Analysis,PX32,PCHA0023CV01,PX32,PCHA0023CV01,0,0,--,
9/1/2025 15:41,220781,Analysis,PX65,PSABLQ240004,PX65,PSABLQ240004,0,0,--,
9/1/2025 15:41,220783,Analysis,PX71,CCHACV24B002,PX71,CCHACV24B002,0,0,--,
9/1/2025 15:41,220784,Analysis,PX73,PROSUA220001,PX73,PROSUA220001,0,0,--,
9/1/2025 15:41,220786,Analysis,PX77,CCHACV24A008,PX77,CCHACV24A008,0,0,--,
9/1/2025 15:41,220787,Analysis,PY01,CCHAIW24A005,PY01,CCHAIW24A005,0,0,--,
9/1/2025 15:41,220788,Analysis,PY02,CCHACV24A005,PY02,CCHACV24A005,0,0,--,
9/1/2025 15:41,220789,Analysis,PY11,CPIGCV240001,PY11,CPIGCV240001,0,0,--,
9/1/2025 15:41,220790,Analysis,PY33,CCHAIW24A001,PY33,CCHAIW24A001,0,0,--,
9/1/2025 15:41,220791,Analysis,PY34,PROSUANV2223,PY34,PROSUANV2223,0,0,--,
9/1/2025 15:41,221172,Analysis,PY49,CCHASW220005,PY49,CCHASW220005,0,0,--,
9/1/2025 15:41,235764,Analysis,PX66,CCHACV24A001,PX66,CCHACV24A001,0,0,--,
9/1/2025 16:05,223014,Multi transfer (many-to-one),PBOTT26,PREDTBNV2501,PBOTT26,PREDTBNV2501,0,0,--,
9/1/2025 16:05,223014,Multi transfer (many-to-one),PH12,PREDTBNV2501,PBOTT26,PREDTBNV2501,0,-85,Rack,
9/1/2025 16:05,223014,Multi transfer (many-to-one),PBOTT26,PREDTBNV2501,PBOTT26,PREDTBNV2501,0,0,--,
9/1/2025 16:05,223014,Multi transfer (many-to-one),PBOTT26,PREDTBNV2501,PBOTT26,PREDTBNV2501,0,0,--,
9/2/2025 6:20,222086,Multi transfer (many-to-one),PD17,CCHACR24A002,Padfilter3,CCHACR24A001,0,0,--,
9/2/2025 6:20,222086,Multi transfer (many-to-one),PPORT12,CCHACR24A001,Padfilter3,CCHACR24A001,0,0,--,
9/2/2025 6:20,222086,Multi transfer (many-to-one),Padfilter3,CCHACR24A001,Padfilter3,CCHACR24A001,0,0,--,
9/2/2025 6:20,222086,Multi transfer (many-to-one),Padfilter3,CCHACR24A001,Padfilter3,CCHACR24A001,0,0,--,
9/2/2025 6:28,220824,Treatment (Product),PBOTT17,QMERDH23A001,PBOTT17,QMERDH23A001,0,0,--,
9/2/2025 6:54,222554,Treatment (Product),PD15,CCHAIM24A001,PD15,CCHAIM24A001,0,0,--,
9/2/2025 7:00,220257,Transfer,PBOTT16,CMERCV22BB02,PBOTT16,CMERCV22BB02,0,0,--,
9/2/2025 7:00,220257,Transfer,Crossflow 4,CMERCV22BB02,PBOTT16,CMERCV22BB02,0,-58,Crossflow,
9/2/2025 7:14,220127,Analysis,PPORT59,CRED0024HTSL,PPORT59,CRED0024HTSL,0,0,--,
9/2/2025 7:15,220156,Analysis,PO04,CCHACV24B001,PO04,CCHACV24B001,0,0,--,
9/2/2025 8:00,220413,Multi transfer (many-to-one),PRL02,QMERDH23A001,Crossflow 4,QMERDH23A001,0,0,--,
9/2/2025 8:00,220413,Multi transfer (many-to-one),Crossflow 4,QMERDH23A001,Crossflow 4,QMERDH23A001,0,0,--,
9/2/2025 8:00,220413,Multi transfer (many-to-one),Crossflow 4,QMERDH23A001,Crossflow 4,QMERDH23A001,0,0,--,
9/2/2025 8:39,219567,Analysis,PA09,CSABMP250001,PA09,CSABMP250001,0,0,--,
9/2/2025 8:39,219568,Analysis,PA09,CSABMP250001,PA09,CSABMP250001,0,0,--,
9/2/2025 8:41,219595,Analysis,PI08,QPIGAF250001,PI08,QPIGAF250001,0,0,--,
9/2/2025 8:46,219374,Analysis,PA10,CSABUF250001,PA10,CSABUF250001,0,0,--,
9/2/2025 8:47,219375,Analysis,PA10,CSABUF250001,PA10,CSABUF250001,0,0,--,
9/2/2025 8:48,219569,Analysis,PA09,CSABMP250001,PA09,CSABMP250001,0,0,--,
9/2/2025 8:52,219536,Analysis,PB11,CROSEP250001,PB11,CROSEP250001,0,0,--,
9/2/2025 8:52,219537,Analysis,PB11,CROSEP250001,PB11,CROSEP250001,0,0,--,
9/2/2025 9:00,219758,Multi additions,PPORT59,CRED0024HTSL,PPORT59,CRED0024HTSL,0,0,--,
9/2/2025 9:00,219760,Blend,PPORT60,CSYR0022UA06,ZOAK04,CMER0023SAD1,0,-13,Rack,
9/2/2025 9:00,219760,Blend,ZOAK04,CMER0023SAD1,ZOAK04,CMER0023SAD1,0,0,--,
9/2/2025 9:00,220414,Multi transfer (one-to-many),Crossflow 4,QMERDH23A001,PBOTT17,QMERDH23A001,0,-433,CRXFP4 (Crossflow),
9/2/2025 9:00,220414,Multi transfer (one-to-many),PBOTT17,QMERDH23A001,PBOTT17,QMERDH23A001,0,0,--,
9/2/2025 9:01,219384,Analysis,PC03,PROSEP250004,PC03,PROSEP250004,0,0,--,
9/2/2025 9:01,219385,Analysis,PC03,PROSEP250004,PC03,PROSEP250004,0,0,--,
9/2/2025 9:05,219627,Analysis,PD01,CROSEP250002,PD01,CROSEP250002,0,0,--,
9/2/2025 9:06,219628,Analysis,PD01,CROSEP250002,PD01,CROSEP250002,0,0,--,
9/2/2025 9:17,220053,Analysis,PD06,CSABMP250001,PD06,CSABMP250001,0,0,--,
9/2/2025 9:17,220054,Analysis,PD06,CSABMP250001,PD06,CSABMP250001,0,0,--,
9/2/2025 9:21,219743,Analysis,PD07,CSABMP250003,PD07,CSABMP250003,0,0,--,
9/2/2025 9:21,219744,Analysis,PD07,CSABMP250003,PD07,CSABMP250003,0,0,--,
9/2/2025 9:25,219551,Analysis,PF11,CSABUF250002,PF11,CSABUF250002,0,0,--,
9/2/2025 9:25,219552,Analysis,PF11,CSABUF250002,PF11,CSABUF250002,0,0,--,
9/2/2025 9:28,219581,Analysis,PF14,CSABMP250002,PF14,CSABMP250002,0,0,--,
9/2/2025 9:28,219582,Analysis,PF14,CSABMP250002,PF14,CSABMP250002,0,0,--,
9/2/2025 9:31,220016,Analysis,PF15,PSABAV250002,PF15,PSABAV250002,0,0,--,
9/2/2025 9:31,220017,Analysis,PF15,PSABAV250002,PF15,PSABAV250002,0,0,--,
9/2/2025 9:34,219916,Analysis,PF16,PSABMP250001,PF16,PSABMP250001,0,0,--,
9/2/2025 9:34,219917,Analysis,PF16,PSABMP250001,PF16,PSABMP250001,0,0,--,
9/2/2025 9:36,219932,Analysis,PF17,PSABAV250001,PF17,PSABAV250001,0,0,--,
9/2/2025 9:37,219933,Analysis,PF17,PSABAV250001,PF17,PSABAV250001,0,0,--,
9/2/2025 9:39,219466,Analysis,PF18,PSABGW250003,PF18,PSABGW250003,0,0,--,
9/2/2025 9:39,219467,Analysis,PF18,PSABGW250003,PF18,PSABGW250003,0,0,--,
9/2/2025 9:41,219404,Analysis,PF19,PSABMP250002,PF19,PSABMP250002,0,0,--,
9/2/2025 9:42,219405,Analysis,PF19,PSABMP250002,PF19,PSABMP250002,0,0,--,
9/2/2025 9:45,219491,Analysis,PG15,CCHA12250001,PG15,CCHA12250001,0,0,--,
9/2/2025 9:46,219492,Analysis,PG15,CCHA12250001,PG15,CCHA12250001,0,0,--,
9/2/2025 9:51,219408,Analysis,PG28,CROSHP250001,PG28,CROSHP250001,0,0,--,
9/2/2025 9:52,219409,Analysis,PG28,CROSHP250001,PG28,CROSHP250001,0,0,--,
9/2/2025 9:55,219609,Analysis,PI03,PROSEP250001,PI03,PROSEP250001,0,0,--,
9/2/2025 9:55,219610,Analysis,PI03,PROSEP250001,PI03,PROSEP250001,0,0,--,
9/2/2025 9:58,219593,Analysis,PI08,QPIGAF250001,PI08,QPIGAF250001,0,0,--,
9/2/2025 9:58,219594,Analysis,PI08,QPIGAF250001,PI08,QPIGAF250001,0,0,--,
9/2/2025 10:01,219420,Analysis,PJ01,CMUCV8250001,PJ01,CMUCV8250001,0,0,--,
9/2/2025 10:02,219421,Analysis,PJ01,CMUCV8250001,PJ01,CMUCV8250001,0,0,--,
9/2/2025 10:04,219422,Analysis,PJ02,CMUCV8250002,PJ02,CMUCV8250002,0,0,--,
9/2/2025 10:04,219423,Analysis,PJ02,CMUCV8250002,PJ02,CMUCV8250002,0,0,--,
9/2/2025 10:10,219431,Analysis,PP12,CROSEP250005,PP12,CROSEP250005,0,0,--,
9/2/2025 10:10,219432,Analysis,PP12,CROSEP250005,PP12,CROSEP250005,0,0,--,
9/2/2025 10:16,219518,Analysis,PQ06,CSABEG250001,PQ06,CSABEG250001,0,0,--,
9/2/2025 10:17,219519,Analysis,PQ06,CSABEG250001,PQ06,CSABEG250001,0,0,--,
9/2/2025 10:19,219507,Analysis,PQ07,CSABAV250001,PQ07,CSABAV250001,0,0,--,
